46 0 1
35 29 1
16 48 2
46 0 1
44 0 1
47 17 1
13 49 2
49 15 1
38 26 1
32 32 0
20 44 2
49 15 1
35 29 1
16 48 2
20 44 2
35 29 1
19 45 2
58 2 1
28 36 2
31 33 2
54 10 1
19 45 2
22 42 2
18 46 2
43 0 1
26 38 2
0 43 2
32 32 0
31 33 2
37 27 1
30 34 2
53 11 1
43 21 1
48 16 1
38 1 1
40 24 1
31 33 2
40 24 1
31 33 2
30 34 2
29 35 2
44 20 1
22 42 2
12 52 2
38 26 1
19 45 2
56 8 1
42 0 1
31 33 2
22 42 2
44 20 1
17 47 2
44 20 1
50 14 1
44 20 1
31 33 2
30 34 2
50 0 1
26 38 2
33 31 1
42 22 1
25 39 2
25 39 2
30 34 2
35 29 1
52 3 1
30 34 2
7 57 2
38 0 1
17 47 2
44 20 1
49 15 1
22 42 2
25 39 2
33 31 1
27 37 2
44 20 1
46 18 1
29 35 2
40 0 1
33 31 1
41 0 1
48 16 1
18 46 2
19 45 2
46 18 1
44 0 1
41 0 1
37 27 1
24 40 2
44 20 1
28 36 2
35 29 1
25 39 2
44 20 1
34 30 1
58 0 1
34 30 1
19 45 2
37 27 1
35 29 1
27 37 2
43 21 1
27 37 2
14 50 2
34 30 1
54 1 1
38 26 1
28 36 2
45 19 1
26 38 2
17 47 2
40 24 1
36 28 1
23 41 2
24 40 2
24 40 2
11 53 2
49 15 1
48 16 1
47 0 1
56 0 1
38 26 1
19 45 2
23 41 2
50 14 1
28 36 2
37 27 1
7 57 2
11 53 2
45 19 1
18 46 2
36 28 1
22 42 2
15 49 2
52 12 1
30 34 2
43 21 1
28 36 2
23 41 2
44 20 1
45 19 1
42 22 1
42 22 1
33 31 1
32 32 0
36 28 1
41 0 1
32 32 0
29 35 2
22 42 2
29 35 2
53 11 1
50 0 1
42 22 1
36 28 1
10 54 2
28 36 2
48 16 1
40 24 1
22 42 2
36 28 1
28 36 2
50 14 1
47 17 1
37 27 1
40 24 1
51 13 1
46 18 1
42 22 1
46 18 1
25 39 2
27 37 2
32 32 0
9 55 2
59 5 1
23 41 2
49 15 1
49 15 1
32 32 0
10 54 2
22 42 2
42 0 1
24 40 2
18 46 2
55 5 1
29 35 2
21 43 2
44 20 1
49 15 1
41 23 1
41 23 1
39 25 1
15 49 2
48 16 1
48 16 1
31 33 2
50 14 1
14 50 2
49 15 1
50 14 1
36 28 1
22 42 2
15 49 2
13 51 2
37 27 1
21 43 2
41 23 1
34 29 1
45 19 1
19 45 2
47 17 1
37 27 1
52 0 1
34 30 1
26 38 2
13 51 2
34 30 1
20 44 2
50 14 1
49 15 1
39 25 1
23 41 2
17 47 2
25 39 2
47 17 1
46 18 1
36 28 1
41 0 1
39 25 1
41 23 1
47 17 1
24 40 2
15 49 2
40 23 1
41 23 1
38 26 1
52 12 1
46 18 1
40 0 1
31 33 2
38 0 1
45 19 1
36 28 1
23 41 2
50 14 1
49 15 1
45 19 1
42 22 1
53 0 1
33 31 1
28 36 2
52 0 1
46 18 1
50 14 1
33 31 1
25 39 2
19 45 2
41 23 1
36 28 1
24 40 2
43 21 1
36 28 1
44 20 1
17 47 2
24 40 2
57 6 1
52 0 1
36 28 1
47 0 1
31 33 2
30 34 2
39 25 1
23 41 2
7 57 2
32 32 0
29 35 2
47 17 1
21 43 2
26 38 2
39 0 1
25 39 2
52 0 1
40 0 1
23 41 2
28 36 2
25 39 2
44 20 1
12 52 2
35 29 1
21 43 2
40 0 1
27 37 2
36 28 1
18 46 2
27 37 2
15 49 2
9 55 2
37 27 1
21 43 2
26 38 2
34 30 1
40 0 1
25 39 2
44 0 1
47 0 1
24 40 2
30 34 2
26 38 2
16 48 2
42 22 1
40 24 1
54 10 1
33 31 1
23 41 2
33 31 1
18 46 2
28 36 2
41 0 1
49 15 1
30 34 2
46 0 1
56 8 1
19 45 2
47 0 1
26 38 2
36 28 1
0 63 2
34 30 1
17 47 2
48 16 1
53 0 1
26 38 2
13 51 2
38 26 1
21 43 2
46 0 1
38 26 1
35 29 1
54 0 1
24 40 2
21 43 2
43 21 1
45 0 1
32 32 0
14 50 2
44 20 1
44 20 1
27 37 2
53 11 1
31 33 2
38 26 1
23 41 2
50 14 1
48 16 1
45 19 1
19 45 2
29 35 2
41 23 1
19 45 2
42 22 1
47 0 1
40 24 1
52 12 1
28 36 2
57 7 1
27 37 2
43 21 1
38 26 1
31 33 2
21 43 2
44 20 1
15 49 2
43 21 1
18 46 2
40 24 1
30 34 2
42 22 1
17 47 2
33 31 1
15 49 2
46 18 1
0 40 2
23 41 2
34 30 1
37 27 1
29 35 2
25 39 2
24 40 2
30 34 2
20 44 2
51 13 1
30 34 2
41 23 1
54 10 1
41 0 1
25 39 2
38 26 1
14 50 2
46 18 1
41 0 1
46 18 1
40 0 1
24 40 2
41 23 1
41 23 1
34 30 1
47 17 1
28 36 2
42 22 1
38 26 1
35 29 1
39 25 1
49 15 1
39 25 1
36 28 1
40 0 1
28 36 2
24 40 2
21 43 2
13 51 2
0 41 2
23 41 2
36 28 1
45 19 1
24 40 2
37 27 1
39 25 1
38 26 1
42 22 1
10 54 2
48 16 1
56 8 1
39 25 1
25 39 2
51 13 1
14 50 2
37 27 1
43 21 1
20 44 2
45 19 1
41 23 1
47 17 1
45 0 1
24 40 2
38 26 1
45 19 1
19 45 2
30 34 2
44 0 1
45 19 1
34 30 1
25 39 2
30 34 2
25 39 2
36 28 1
35 29 1
33 31 1
32 32 0
51 12 1
21 43 2
43 21 1
51 13 1
39 25 1
37 27 1
40 0 1
48 16 1
43 21 1
50 14 1
34 30 1
43 21 1
20 44 2
44 20 1
18 46 2
30 34 2
37 27 1
33 31 1
14 50 2
20 44 2
26 38 2
24 40 2
37 27 1
35 29 1
24 40 2
37 27 1
35 29 1
19 45 2
25 39 2
39 25 1
28 36 2
27 37 2
32 32 0
34 30 1
45 19 1
21 43 2
49 0 1
50 14 1
45 19 1
26 38 2
13 51 2
40 24 2
35 29 2
19 45 1
29 35 1
20 44 1
25 39 1
26 38 1
21 43 1
10 54 1
34 30 2
17 47 1
36 28 2
48 16 2
9 55 1
15 49 1
37 27 2
58 6 2
32 32 0
58 2 2
23 41 1
21 43 1
20 44 1
29 35 1
51 13 2
37 27 2
13 51 1
37 27 2
43 0 2
44 20 2
26 38 1
31 33 1
42 22 2
39 25 2
44 20 2
25 39 1
33 31 2
43 21 2
39 25 2
11 53 1
41 23 2
51 13 2
33 31 2
28 36 1
49 15 2
16 48 1
38 26 2
15 49 1
30 34 1
20 44 1
35 29 2
27 37 1
27 37 1
28 36 1
25 39 1
49 15 2
12 52 1
26 38 1
39 25 2
28 36 1
32 32 0
54 0 2
47 17 2
37 27 2
43 21 2
48 16 2
35 29 2
15 49 1
17 47 1
49 15 2
59 5 2
23 41 1
23 41 1
51 13 2
45 19 2
24 40 1
29 35 1
40 1 2
28 36 1
18 46 1
34 30 2
49 15 2
18 46 1
20 44 1
37 27 2
52 0 2
18 46 1
43 21 2
42 22 2
27 37 1
60 4 2
14 50 1
30 34 1
36 28 2
41 23 2
50 14 2
35 29 2
30 34 1
40 24 2
40 24 2
25 39 1
47 17 2
30 34 1
48 16 2
38 26 2
37 27 2
21 43 1
48 16 2
21 43 1
50 14 2
32 32 0
23 41 1
47 17 2
25 39 1
41 23 2
25 39 1
41 23 2
35 29 2
40 24 2
45 19 2
36 28 2
35 29 2
34 30 2
39 0 2
20 44 1
36 28 2
48 16 2
26 38 1
49 15 2
37 27 2
43 21 2
27 37 1
29 35 1
43 0 2
32 32 0
11 53 1
20 44 1
31 33 1
42 22 2
29 35 1
25 39 1
16 48 1
6 58 1
30 34 1
26 38 1
39 25 2
33 31 2
34 30 2
46 18 2
40 24 2
45 19 2
30 34 1
31 33 1
26 38 1
46 18 2
42 22 2
47 17 2
49 15 2
18 46 1
46 18 2
49 15 2
34 30 2
51 13 2
43 21 2
45 19 2
11 53 1
42 22 2
25 39 1
38 26 2
34 30 2
41 0 2
21 43 1
44 20 2
38 26 2
31 33 1
46 18 2
29 35 1
40 24 2
51 13 2
40 24 2
20 44 1
43 21 2
39 25 2
50 14 2
38 26 2
52 12 2
34 30 2
34 30 2
42 22 2
27 37 1
24 40 1
29 35 1
19 45 1
38 26 2
28 36 1
8 56 1
35 29 2
23 40 1
36 28 2
39 25 2
46 18 2
47 17 2
33 31 2
19 45 1
20 44 1
12 52 1
19 45 1
41 23 2
31 33 1
56 8 2
30 34 1
23 41 1
44 0 2
54 9 2
50 14 2
43 21 2
22 42 1
25 39 1
21 43 1
16 48 1
31 33 1
10 54 1
27 37 1
41 23 2
38 26 2
53 10 2
47 17 2
44 0 2
55 9 2
30 34 1
27 37 1
33 31 2
44 0 2
36 28 2
32 32 0
36 28 2
42 22 2
36 27 2
27 37 1
50 14 2
40 0 2
37 27 2
35 29 2
50 14 2
22 42 1
16 48 1
19 45 1
21 43 1
24 40 1
54 10 2
36 28 2
20 44 1
38 26 2
14 50 1
34 30 2
48 16 2
22 42 1
20 44 1
37 27 2
28 36 1
21 43 1
32 32 0
17 47 1
50 14 2
10 54 1
0 62 1
44 20 2
19 45 1
23 41 1
45 19 2
18 46 1
36 28 2
12 52 1
28 36 1
52 12 2
31 33 1
25 39 1
42 0 2
38 26 2
41 23 2
24 40 1
44 20 2
33 31 2
24 40 1
39 25 2
27 37 1
25 39 1
31 33 1
22 42 1
31 33 1
31 33 1
46 18 2
18 46 1
5 59 1
23 41 1
24 40 1
29 35 1
38 26 2
31 33 1
17 47 1
14 50 1
27 37 1
18 46 1
31 33 1
30 34 1
44 20 2
54 10 2
49 15 2
35 29 2
23 41 1
16 48 1
26 38 1
