25 39 2
40 24 1
38 26 1
57 7 1
33 31 1
34 30 1
40 23 1
30 33 2
31 33 2
40 24 1
44 20 1
35 29 1
22 42 2
43 21 1
32 32 0
34 30 1
39 25 1
9 55 2
35 29 1
46 18 1
22 42 2
26 38 2
39 25 1
17 47 2
31 33 2
40 24 1
52 12 1
50 13 1
44 20 1
43 21 1
37 3 1
28 36 2
37 27 1
48 16 1
46 18 1
33 31 1
58 5 1
40 24 1
41 23 1
26 0 1
18 46 2
40 24 1
24 40 2
40 24 1
47 17 1
42 22 1
39 25 1
45 19 1
37 27 1
34 0 1
45 19 1
30 34 2
19 45 2
44 20 1
31 33 2
22 42 2
16 48 2
49 15 1
21 43 2
43 21 1
44 20 1
41 23 1
35 29 1
41 23 1
25 39 2
34 30 1
27 37 2
42 22 1
44 20 1
28 36 2
41 23 1
34 30 1
39 25 1
37 27 1
26 38 2
40 24 1
31 33 2
40 24 1
54 10 1
38 26 1
28 36 2
43 21 1
28 36 2
27 37 2
40 24 1
25 39 2
35 29 1
15 49 2
46 18 1
37 27 1
18 46 2
24 40 2
11 53 2
27 37 2
28 36 2
12 52 2
47 17 1
42 22 1
48 16 1
26 38 2
12 52 2
42 22 1
26 38 2
50 14 1
54 10 1
42 21 1
28 36 2
17 47 2
38 26 1
37 27 1
33 31 1
18 46 2
26 38 2
27 37 2
30 34 2
32 32 0
34 30 1
52 12 1
26 38 2
45 19 1
30 34 2
27 37 2
44 20 1
29 35 2
32 32 0
26 38 2
51 13 1
41 23 1
49 15 1
45 19 1
30 34 2
38 26 1
36 28 1
30 34 2
32 32 0
34 30 1
23 41 2
29 35 2
22 42 2
49 15 1
40 24 1
28 36 2
28 36 2
27 37 2
46 18 1
18 46 2
23 41 2
17 47 2
46 18 1
35 29 1
40 24 1
35 29 1
19 45 2
50 14 1
34 30 1
41 23 1
36 28 1
47 17 1
36 28 1
36 28 1
22 42 2
30 34 2
61 3 1
33 31 1
29 35 2
39 25 1
37 27 1
18 46 2
52 12 1
30 34 2
36 0 1
31 33 2
28 36 2
31 33 2
48 16 1
39 25 1
34 30 1
32 32 0
19 45 2
19 45 2
33 31 1
54 10 1
33 31 1
32 32 0
43 21 1
39 25 1
28 36 2
41 23 1
58 0 1
30 34 2
37 27 1
34 30 1
31 33 2
47 17 1
30 34 2
33 31 1
50 14 1
28 36 2
7 57 2
52 12 1
38 26 1
40 24 1
40 24 1
29 35 2
28 36 2
28 36 2
26 38 2
24 40 2
29 35 2
44 20 1
32 32 0
15 49 2
38 26 1
28 0 1
40 24 1
42 22 1
20 44 2
36 28 1
36 28 1
21 43 2
36 28 1
33 31 1
39 25 1
39 25 1
37 27 1
36 28 1
42 22 1
24 40 2
55 9 1
45 19 1
48 16 1
14 50 2
39 25 1
32 32 0
22 0 1
22 42 2
48 16 1
37 27 1
15 49 2
33 31 1
30 34 2
45 19 1
34 30 1
36 28 1
33 31 1
39 1 1
43 21 1
35 29 1
36 28 1
17 47 2
42 22 1
21 43 2
28 36 2
26 38 2
24 40 2
42 22 1
37 27 1
18 46 2
45 19 1
28 36 2
24 40 2
27 37 2
24 40 2
44 20 1
46 18 1
33 31 1
17 47 2
26 38 2
42 22 1
8 56 2
42 0 1
37 27 1
22 42 2
34 30 1
44 20 1
36 28 1
45 19 1
33 31 1
45 19 1
46 18 1
30 34 2
54 10 1
37 27 1
56 8 1
18 46 2
38 26 1
32 32 0
37 27 1
36 0 1
17 47 2
41 23 1
43 21 1
46 18 1
49 15 1
23 41 2
31 33 2
36 28 1
29 35 2
48 16 1
21 43 2
25 39 2
34 30 1
27 37 2
19 45 2
37 27 1
27 37 2
22 42 2
30 34 2
39 25 1
35 29 1
38 26 1
47 17 1
36 28 1
28 36 2
23 41 2
35 29 1
40 24 1
6 58 2
51 13 1
32 32 0
59 5 1
38 26 1
46 18 1
39 25 1
42 22 1
17 47 2
36 28 1
40 24 1
32 32 0
46 17 1
39 25 1
26 38 2
60 3 1
30 0 1
25 39 2
17 47 2
42 22 1
30 34 2
39 25 1
41 23 1
41 23 1
43 21 1
34 30 1
36 28 1
48 16 1
49 15 1
44 20 1
34 30 1
41 23 1
36 28 1
33 31 1
23 41 2
39 25 1
37 27 1
33 31 1
33 31 1
33 31 1
24 40 2
46 18 1
52 12 1
31 33 2
34 30 1
34 30 1
30 0 1
28 36 2
52 12 1
22 42 2
30 34 2
40 24 1
19 45 2
18 0 1
33 31 1
36 28 1
36 28 1
25 39 2
49 15 1
38 26 1
36 28 1
38 26 1
30 34 2
45 19 1
29 35 2
22 42 2
28 36 2
35 29 1
27 37 2
28 36 2
47 17 1
25 39 2
24 40 2
22 0 1
37 27 1
33 31 1
37 27 1
36 28 1
38 26 1
48 16 1
48 16 1
28 36 2
35 0 1
38 26 1
35 29 1
18 46 2
31 33 2
48 16 1
44 20 1
38 26 1
46 18 1
43 21 1
22 42 2
27 37 2
26 38 2
34 30 1
18 46 2
35 29 1
29 35 2
37 27 1
44 20 1
27 37 2
31 33 2
44 20 1
23 41 2
22 42 2
33 31 1
30 34 2
29 35 2
22 42 2
38 26 1
22 0 1
31 33 2
38 26 1
27 37 2
36 28 1
45 19 1
24 40 2
34 30 1
32 32 0
33 31 1
38 26 1
31 33 2
51 13 1
28 36 2
35 29 1
35 29 1
37 27 1
38 26 1
38 26 1
38 26 1
39 25 1
30 3 1
42 22 1
43 21 1
35 29 1
34 30 1
37 27 1
33 31 1
36 28 1
42 22 1
41 23 1
43 21 1
23 41 2
14 50 2
39 25 1
30 34 2
56 8 1
20 44 2
58 5 1
32 32 0
46 18 1
24 40 2
32 32 0
34 30 1
38 26 1
44 20 1
25 39 2
42 22 1
44 20 1
27 37 2
43 21 1
57 7 1
25 39 2
29 35 2
26 38 2
23 41 2
29 35 2
36 0 1
26 38 2
50 14 1
31 33 2
29 35 2
31 33 2
46 18 1
38 26 1
27 37 2
24 40 2
39 25 1
30 34 2
29 35 2
26 38 2
30 34 2
32 32 0
28 36 2
33 31 1
32 32 0
39 25 1
21 43 2
28 36 2
39 25 1
46 18 1
36 28 1
30 34 2
37 26 1
25 39 2
35 29 1
47 17 1
37 27 1
23 41 2
10 54 2
42 22 1
40 24 1
35 29 1
30 34 2
31 33 2
26 0 1
34 30 1
15 49 2
36 28 1
25 39 2
14 50 2
21 43 2
30 34 2
46 18 1
51 13 1
24 40 2
38 26 1
43 21 1
33 31 1
42 22 1
27 37 2
34 30 1
26 38 2
37 27 1
28 36 2
33 31 1
15 49 2
36 28 1
21 43 2
37 27 1
37 27 1
31 33 2
43 21 1
41 23 1
35 29 1
32 32 0
23 41 2
50 14 1
46 18 1
34 30 1
32 32 0
44 20 1
28 36 2
25 39 2
28 36 2
33 31 1
36 28 1
33 31 1
41 23 1
28 36 2
17 47 2
39 25 1
48 16 1
53 9 1
30 34 2
18 46 2
41 23 1
35 29 1
28 36 2
35 29 1
43 21 1
32 32 0
27 37 2
51 13 1
37 27 1
30 34 2
38 26 1
37 27 1
44 20 1
36 28 1
27 37 2
22 42 2
36 28 1
27 37 2
38 26 1
26 38 2
54 10 1
41 23 1
33 31 1
44 20 1
42 22 1
25 39 2
29 35 2
28 36 2
49 15 1
37 27 1
50 14 1
58 6 1
51 13 1
29 35 2
30 34 2
12 52 2
37 27 1
19 45 2
18 46 2
29 35 2
33 31 1
19 45 2
33 31 1
31 33 2
36 28 1
7 57 2
16 48 2
31 33 2
19 45 2
53 11 1
40 24 1
14 50 2
45 19 1
28 36 2
40 24 1
35 29 1
42 22 1
18 0 1
34 30 1
39 25 1
42 22 1
33 31 1
37 27 1
18 46 2
29 35 2
25 39 2
50 14 1
27 37 2
39 25 1
47 17 1
26 38 2
14 50 2
39 25 1
40 24 1
47 17 1
54 10 1
39 25 1
28 36 2
39 25 1
35 29 1
24 40 2
51 13 1
18 46 2
22 42 2
32 32 0
29 35 2
39 25 1
32 32 0
43 21 1
23 41 2
47 17 1
44 20 1
37 27 1
18 46 2
22 42 2
44 20 1
28 36 2
34 30 1
50 14 1
47 17 1
17 47 2
18 46 2
33 31 1
35 29 1
24 40 2
36 28 1
20 44 2
53 11 1
34 30 1
44 20 1
26 38 2
41 23 1
18 46 2
36 28 1
46 18 1
48 0 1
33 31 1
31 33 2
46 18 1
17 47 2
31 33 2
38 26 1
31 33 2
37 27 1
50 14 1
20 44 2
42 0 1
41 23 1
52 12 1
43 21 1
30 34 2
38 26 1
32 32 0
51 1 1
37 27 1
40 24 1
43 21 1
48 16 1
41 23 1
38 26 1
24 40 2
15 49 2
20 44 2
49 15 1
49 15 1
37 27 1
48 16 1
26 38 2
12 52 2
49 15 1
22 42 2
19 45 2
50 14 1
24 40 2
16 48 2
47 17 1
44 20 1
33 31 1
43 21 1
30 34 2
41 23 1
44 20 1
41 23 1
42 22 1
31 33 2
42 22 1
56 8 1
36 28 1
39 25 1
22 42 2
18 46 2
46 18 1
